	SRR7359508.tabular	SRR7359507.tabular	SRR7359506.tabular	SRR7359505.tabular	SRR7359512.tabular	SRR7359511.tabular	SRR7359510.tabular	SRR7359509.tabular
4932443L11Rik	7.75399373053269	1.09871011342385	0	0	1.02277754507869	1.89096302830589	0.849064858805314	6.06772316906032
4932702P03Rik	6.64628034045659	1.09871011342385	2.87334366816922	0	4.09111018031475	0.945481514152946	11.0378431644691	1.01128719484339
4933400A11Rik	0	0	0	0	0	0	0	0
4933400B14Rik	0	1.09871011342385	0	1.90398209614306	2.04555509015738	0.945481514152946	0	0
4933400C23Rik	5.53856695038049	8.78968090739082	1.91556244544615	7.61592838457224	6.13666527047213	12.2912596839883	1.69812971761063	9.10158475359049
4933400F21Rik	0	0	0	0	0	0	0	0
4933400L20Rik	12.1848472908371	1.09871011342385	0	20.9438030575737	19.4327733564951	8.50933362737652	19.5284917525222	10.1128719484339
4933401B06Rik	0	0	0	0	0	0	0	0
4933401D09Rik	1.1077133900761	1.09871011342385	0	0.95199104807153	4.09111018031475	0	0.849064858805314	1.01128719484339
4933401H06Rik	0	0	0	0	0	0	0	0
4933401J01Rik	0	0	0	0	0	0	0	0
4933401L05Rik	0	0	0	0	4.09111018031475	0	0	0
4933402C05Rik	0	0	0	0	2.04555509015738	0.945481514152946	0	0
4933402C06Rik	0	1.09871011342385	0	11.4238925768584	4.09111018031475	0.945481514152946	0	0
4933402D24Rik	17.7234142412176	14.2832314745101	13.408937118123	19.0398209614306	10.2277754507869	24.5825193679766	28.0191403405754	26.2934670659281
4933402E13Rik	2.2154267801522	0	0	0	0	2.83644454245884	0	1.01128719484339
4933402J07Rik	2.2154267801522	3.29613034027156	3.83112489089229	4.75995524035765	2.04555509015738	0.945481514152946	16.9812971761063	1.01128719484339
4933402J10Rik	2.2154267801522	0	0	2.85597314421459	4.09111018031475	0.945481514152946	1.69812971761063	4.04514877937355
4933402J15Rik	0	0	0	0	0	0	0	0
4933402N03Rik	0	0	0	0	0	0	0	0
4933402N22Rik	0	0	0	0.95199104807153	0	0	0.849064858805314	0
4933403L11Rik	0	0	0	0	0	0	0	0
4933403O08Rik	4.43085356030439	0	0	0	1.02277754507869	1.89096302830589	0	0
4933404G15Rik	1.1077133900761	2.19742022684771	0	0	2.04555509015738	0.945481514152946	0	0
4933404I11Rik	0	0	3.83112489089229	3.80796419228612	0	0	0	0
4933404K08Rik	0	0	0	0	0	0	0	0
4933404K13Rik	3.32314017022829	0	0	2.85597314421459	2.04555509015738	0.945481514152946	0	0
4933404O12Rik	314.590602781612	320.823353119765	340.012334066691	371.276508747897	308.878818613764	321.463714812002	279.342338546948	287.205563335522
4933405D12Rik	14.4002740709893	15.3819415879339	6.70446855906151	10.4719015287868	29.660548807282	23.6370378538237	23.7738160465488	17.1918823123376
4933405E24Rik	2.2154267801522	4.39484045369541	0	15.2318567691445	6.13666527047213	13.2367411981412	0.849064858805314	1.01128719484339
4933405L10Rik	1.1077133900761	0	0	0	0	0	0	3.03386158453016
4933405O20Rik	0	0	0	0	0	0	0	0
4933406B15Rik	0	0	0	0	0	0	0	0
4933406B17Rik	1.1077133900761	0	0	0	8.1822203606295	0	11.8869080232744	3.03386158453016
4933406C10Rik	269.174353788492	261.493006994877	279.672117035137	319.868992152034	250.580498544279	241.097786109001	456.796894037259	274.058829802558
4933406D12Rik	1.1077133900761	0	0	0.95199104807153	0	0	0	0
4933406F09Rik	1.1077133900761	4.39484045369541	2.87334366816922	0	2.04555509015738	0	1.69812971761063	1.01128719484339
4933406G16Rik	11.077133900761	3.29613034027156	3.83112489089229	0	2.04555509015738	0.945481514152946	0	13.146733532964
4933406I18Rik	54.2779561137288	51.6393753309211	43.1001550225383	80.9192390860801	58.2983200694852	62.4017799340944	71.3214481396464	93.0384219255916
4933406J09Rik	240.373805646513	331.810454254004	509.539610488675	495.035344997196	479.682668641905	375.35616111872	498.40107211872	205.291300553208
4933406J10Rik	0	0	0	0	0	0	0	0
4933406K04Rik	6.64628034045659	5.49355056711926	0	4.75995524035765	4.09111018031475	5.67288908491768	0	2.02257438968677
4933406L23Rik	0	0	0	0	0	0	0	0
4933406P04Rik	9.96942051068488	12.0858112476624	10.5355934499538	8.56791943264377	10.2277754507869	2.83644454245884	4.24532429402657	10.1128719484339
4933407E24Rik	0	0	0	0	0	0	0	0
4933407I05Rik	0	0	0	0	0	0	0	0
4933407I08Rik	0	0	0	0	0	0	0	0
4933407K13Rik	447.516209590744	463.655667864866	373.534676861998	537.874942160415	542.072098891705	545.54283366625	634.25144952757	552.162808384489
4933407L21Rik	1.1077133900761	1.09871011342385	0	0	2.04555509015738	0.945481514152946	0	7.07901036390371
4933408A14Rik	1.1077133900761	3.29613034027156	0	4.75995524035765	0	0.945481514152946	2.54719457641594	0
4933408J17Rik	48.7393891633483	23.0729123819009	24.9023117907999	26.6557493460028	25.5694386269672	26.4734823962825	5.9434540116372	30.3386158453016
4933408N05Rik	0	0	0	0	0	0	0	0
4933409D19Rik	0	0	0	0	0	0	0	0
4933409F18Rik	2.2154267801522	2.19742022684771	0.957781222723073	3.80796419228612	4.09111018031475	5.67288908491768	0	10.1128719484339
4933409G03Rik	2.2154267801522	5.49355056711926	0.957781222723073	17.1358388652875	3.06833263523606	0	0	1.01128719484339
4933411E02Rik	12.1848472908371	3.29613034027156	3.83112489089229	14.279865721073	17.3872182663377	14.1822227122942	11.0378431644691	7.07901036390371
4933411E06Rik	0	0	0	0	0	0	0	0
4933411E08Rik	7.75399373053269	3.29613034027156	10.5355934499538	9.5199104807153	2.04555509015738	2.83644454245884	2.54719457641594	4.04514877937355
4933411G06Rik	0	0	0	0	5.11388772539344	0	0	0
4933411K16Rik	0	0	0	0	0	0	0	0
4933411O13Rik	0	0	0	0	0	0	0	0
4933412A08Rik	0	0	0	0	5.11388772539344	0	0	0
4933412E12Rik	111.879052397686	172.497487807545	152.287214412969	124.71082729737	140.12052367578	146.549634693707	153.680739443762	164.839812759472
4933412E24Rik	2.2154267801522	0	0	0	0	0.945481514152946	0	0
4933412L11Rik	0	0	0	0	0	0	0	0
4933412O06Rik	2.2154267801522	0	0	0	2.04555509015738	2.83644454245884	0	0
4933413C19Rik	0	0	0	0	0	0	0	0
4933413J09Rik	57.6010962839571	42.8496944235303	124.511558953999	49.5035344997196	75.6855383358229	94.5481514152946	95.0952641861952	59.6659444957599
4933413L06Rik	0	0	0	0	0	0	0	0
4933414I15Rik	0	0	0	0	1.02277754507869	0	0	0
4933415A04Rik	11.077133900761	12.0858112476624	4.78890611361536	26.6557493460028	16.364440721259	23.6370378538237	19.5284917525222	13.146733532964
4933415J04Rik	0	0	0	0	0	0	0	0
4933416E03Rik	1.1077133900761	2.19742022684771	0.957781222723073	1.90398209614306	6.13666527047213	0	0.849064858805314	0
4933416E14Rik	0	0	0	0	0	0	0	0
4933416I08Rik	1.1077133900761	0	0	0	0	2.83644454245884	0	6.06772316906032
4933416M07Rik	0	0	0	0	0	0	0	0
4933416O17Rik	0	0	0	0	0	0	0	3.03386158453016
4933417A18Rik	0	0	0.957781222723073	0	4.09111018031475	3.78192605661178	0.849064858805314	0
4933417C20Rik	2.2154267801522	8.78968090739082	0.957781222723073	21.8957941056452	5.11388772539344	13.2367411981412	11.8869080232744	6.06772316906032
4933417D19Rik	0	0	0	0	0	0	0	0
4933417E11Rik	4.43085356030439	0	0	2.85597314421459	8.1822203606295	2.83644454245884	0	3.03386158453016
4933417G07Rik	0	0	0	0	0	0	0	0
4933417O13Rik	0	0	0	0	0	0	0	0
4933421A08Rik	4.43085356030439	0	0	0	0	0	0	0
4933421D24Rik	0	0	0	0	0	0	0	0
4933421I07Rik	0	0	0	0	0	0	0	0
4933421O10Rik	53.1702427236527	39.5535640832587	60.3402170315536	39.0316329709327	75.6855383358229	42.5466681368826	92.5480696097793	40.4514877937355
4933422A05Rik	2.2154267801522	0	8.62003100450765	0.95199104807153	2.04555509015738	5.67288908491768	1.69812971761063	5.05643597421694
4933423L19Rik	0	0	0	0	1.02277754507869	0	0	0
4933423P22Rik	0	0	0	0	0	0	0	0
4933424G05Rik	0	0	0	0	0	0	0	0
4933424G06Rik	6.64628034045659	4.39484045369541	0	14.279865721073	18.4099958114164	8.50933362737652	2.54719457641594	5.05643597421694
4933424H11Rik	0	0	0	0	0	0	0	0
4933424L21Rik	31.0159749221307	28.5664629490202	54.5935296952151	20.9438030575737	42.9566568933049	33.0918529953531	23.7738160465488	27.3047542607715
4933424M12Rik	9.96942051068488	14.2832314745101	12.4511558953999	7.61592838457224	24.5466610818885	14.1822227122942	20.3775566113275	20.2257438968677
4933424N20Rik	0	0	0	0	0	0	0	0
4933425B07Rik	0	0	0	0	0	0	0	0
4933425D22Rik	0	0	0	0	0	0	0	0
4933425M03Rik	0	0	0	2.85597314421459	0	5.67288908491768	0	0
4933426B08Rik	42.0931088228917	70.3174472591266	75.6647165951227	67.5913644130787	55.2299874342492	56.7288908491768	36.5097889286285	44.496636573109
4933426K07Rik	0	0	0	0	0	0	0	0
4933427D06Rik	33.2314017022829	28.5664629490202	20.1134056771845	19.9918120095021	38.8655467129901	26.4734823962825	6.79251887044251	28.3160414556148
4933427D14Rik	5.53856695038049	2.19742022684771	5.74668733633844	10.4719015287868	4.09111018031475	9.45481514152946	4.24532429402657	2.02257438968677
4933427E11Rik	2.2154267801522	6.59226068054312	0.957781222723073	0.95199104807153	3.06833263523606	0	0	0
4933427E13Rik	13.2925606809132	13.1845213610862	13.408937118123	22.8477851537167	15.3416631761803	9.45481514152946	7.64158372924783	8.0902975587471
4933427G23Rik	70.8936569648703	70.3174472591266	81.4114039314612	38.0796419228612	66.4805404301147	46.3285941934944	59.434540116372	48.5417853524826
4933427I04Rik	2.2154267801522	0	0	0	0	0	0	0
4933427I22Rik	4.43085356030439	3.29613034027156	0	0	1.02277754507869	0	4.24532429402657	0
4933427J07Rik	0	0	0	0	0	0.945481514152946	0.849064858805314	1.01128719484339
4933428C19Rik	7.75399373053269	2.19742022684771	1.91556244544615	5.71194628842918	5.11388772539344	8.50933362737652	4.24532429402657	8.0902975587471
4933428G20Rik	0	0	0	0	0	0	0	0
4933428M09Rik	0	1.09871011342385	0	0	1.02277754507869	0	0	0
4933428P19Rik	0	0	0	0	1.02277754507869	0	0	1.01128719484339
4933429H19Rik	0	0	0	5.71194628842918	0	0	0	0
4933429O19Rik	0	0	0	0.95199104807153	1.02277754507869	0	0	0
4933430A20Rik	0	0	0	0	0	0	0	0
4933430H06Rik	0	0	0	0	0	0	0	0
4933430H16Rik	1.1077133900761	0	0	0	1.02277754507869	0	0	0
4933430I17Rik	14.4002740709893	12.0858112476624	16.2822807862922	61.8794181246495	49.093322163777	9.45481514152946	16.9812971761063	21.2370310917111
4933430L12Rik	0	0	0	0	0	0	0	0
4933430M04Rik	0	0	0	0	0	0	0	0
4933430N04Rik	2.2154267801522	0	2.87334366816922	8.56791943264377	0	0	0	0
4933431C10Rik	0	0	0	0	0	0	0	0
4933431E20Rik	2.2154267801522	3.29613034027156	26.817874236246	20.9438030575737	2.04555509015738	5.67288908491768	0	23.2596054813979
4933431G14Rik	0	0	0	0	0	0	0	0
4933431J24Rik	8.86170712060878	0	0	8.56791943264377	0	0.945481514152946	0	0
4933431K14Rik	50.9548159435005	39.5535640832587	53.6357484724921	37.1276508747897	51.1388772539344	35.928297537812	28.0191403405754	90.0045603410615
4933431K23Rik	6.64628034045659	14.2832314745101	5.74668733633844	7.61592838457224	23.5238835368098	7.56385211322357	5.9434540116372	1.01128719484339
4933431M02Rik	0	0	0	0	0	2.83644454245884	0	0
4933432G23Rik	0	0	0	0	0	0	0	0
4933432I03Rik	19.9388410213698	9.88839102081467	3.83112489089229	5.71194628842918	26.5922161720459	22.6915563396707	7.64158372924783	25.2821798710847
4933432I09Rik	0	7.69097079396697	6.70446855906151	0.95199104807153	2.04555509015738	6.61837059907062	0.849064858805314	0
4933432K03Rik	21.0465544114459	4.39484045369541	9.57781222723073	6.66393733650071	20.4555509015738	17.018667254753	9.33971344685846	10.1128719484339
4933433F19Rik	1.1077133900761	0	0	0	0	0	0	0
4933433G08Rik	0	0	0	0	0	0	0	0
4933433G15Rik	25.4774079717503	45.047114650378	95.7781222723073	21.8957941056452	64.4349853399574	30.2554084528943	50.0948266695135	70.7901036390371
4933433G19Rik	309.052035831231	581.217650001218	322.772272057675	442.675837353262	430.589346478128	468.013349505708	535.759925906153	369.119826117836
4933433H22Rik	4.43085356030439	25.2703326087486	23.9445305680768	52.3595076439342	9.20499790570819	34.0373345095061	61.1326698339826	12.1354463381206
4933433N18Rik	3.32314017022829	0	0	0	1.02277754507869	0	0	0
4933434E20Rik	543.887274527364	463.655667864866	468.355017911583	404.5961954304	532.867100985996	447.212756194344	444.060921155179	448.000227315621
4933434M16Rik	0	1.09871011342385	0	4.75995524035765	1.02277754507869	0	0	0
4933434P08Rik	0	3.29613034027156	0	0	0	0	0	0
4933435E02Rik	0	8.78968090739082	0.957781222723073	5.71194628842918	0	13.2367411981412	0.849064858805314	4.04514877937355
4933435F18Rik	0	0	0	0	0	0	0	0
4933435G04Rik	0	0	0	0	0	0	0	0
4933436E23Rik	0	4.39484045369541	0	0.95199104807153	5.11388772539344	0.945481514152946	0	0
4933436F18Rik	0	0	0	0	0	0	0	0
4933436H12Rik	0	0	0	0	1.02277754507869	0	0.849064858805314	0
4933436I01Rik	2.2154267801522	0	0	0	1.02277754507869	0	0	0
4933436I20Rik	27.6928347519025	17.5793618147816	16.2822807862922	23.7997762017883	40.9111018031475	28.3644454245884	17.8303620349116	16.1805951174942
4933436N17Rik	0	0	0	0	0	0	0	0
4933436P19Rik	0	0	0	0	1.02277754507869	0	0	0
4933437G19Rik	1.1077133900761	0	0	0	3.06833263523606	0	0.849064858805314	0
4933438A12Rik	7.75399373053269	6.59226068054312	3.83112489089229	3.80796419228612	12.2733305409443	9.45481514152946	7.64158372924783	4.04514877937355
4933438B17Rik	5.53856695038049	23.0729123819009	0	1.90398209614306	31.7061038974393	1.89096302830589	13.585037740885	2.02257438968677
4933438K21Rik	0	0	0	0	1.02277754507869	0.945481514152946	0	0
4933439C10Rik	0	0	0	0	0	0	0	0
4933439J24Rik	0	0	0	0	0	0	0	0
4933439K11Rik	28.8005481419786	31.8625932892917	22.9867493453537	51.4075165958626	38.8655467129901	14.1822227122942	33.9625943522126	35.3950518195186
4933439N06Rik	0	0	0	0	0	0.945481514152946	0	0
4933439N14Rik	0	0	0	0	0	0	0	0
4933440J02Rik	0	0	4.78890611361536	8.56791943264377	1.02277754507869	1.89096302830589	0	0
4933440M02Rik	13.2925606809132	6.59226068054312	12.4511558953999	11.4238925768584	24.5466610818885	19.8551117972119	9.33971344685846	5.05643597421694
4933440N22Rik	0	0	0	0	0	0	0	0
5031410I06Rik	0	0	0	0	0	0	0	0
5031415H12Rik	0	0	0	0	0	0	0	0
5031425E22Rik	2152.28711691786	1951.30916144076	2006.55166160484	2426.62518153433	2343.18335577527	2211.48126160374	2779.8383477286	2707.21582059575
5031425F14Rik	11.077133900761	4.39484045369541	4.78890611361536	0	6.13666527047213	4.72740757076473	0	7.07901036390371
5031434C07Rik	0	0	0	0	0	0	0	0
5031434O11Rik	43.2008222129678	62.6264764651596	67.0446855906151	38.0796419228612	63.4122077948787	54.8379278208709	78.9630318688942	19.2144567020244
5031439G07Rik	1016.88089208986	1040.47847741239	1026.74147075913	725.417178630506	775.265379169645	556.888611836085	788.781253830137	566.320829112297
5033403F01Rik	4.43085356030439	0	1.91556244544615	2.85597314421459	24.5466610818885	14.1822227122942	10.1887783056638	13.146733532964
5033403H07Rik	1.1077133900761	1.09871011342385	2.87334366816922	0	2.04555509015738	3.78192605661178	0	0
5033404E19Rik	0	2.19742022684771	1.91556244544615	0	0	3.78192605661178	0	0
5033406O09Rik	107.448198837382	164.806517013578	175.273963758322	97.1030869032961	166.712739847826	112.512300184201	195.284917525222	123.377037770893
5033417F24Rik	26.5851213618264	17.5793618147816	28.7334366816922	24.7517672498598	8.1822203606295	18.9096302830589	11.8869080232744	9.10158475359049
5033421B08Rik	6.64628034045659	1.09871011342385	0	0	4.09111018031475	0.945481514152946	0.849064858805314	1.01128719484339
5033423K11Rik	0	0	0	0	0	0	0	0
5033424D13Rik	0	0	0	0	0	0	0	0
5033425B01Rik	0	0	0	0	0	0	0	0
5033426E14Rik	9.96942051068488	1.09871011342385	1.91556244544615	0.95199104807153	5.11388772539344	2.83644454245884	0.849064858805314	3.03386158453016
5033426O07Rik	0	0	0	0	0	0	0	0
5033428I22Rik	0	5.49355056711926	0.957781222723073	0	3.06833263523606	1.89096302830589	0	3.03386158453016
5033430I15Rik	3.32314017022829	2.19742022684771	3.83112489089229	7.61592838457224	2.04555509015738	1.89096302830589	0.849064858805314	5.05643597421694
5330406M23Rik	0	0	0	0	0	0	0	0
5330409N07Rik	0	0	0	0	0	0	0	0
5330411J11Rik	0	0	0	0	0	0.945481514152946	0	0
5330411O13Rik	7.75399373053269	17.5793618147816	2.87334366816922	8.56791943264377	13.2961080860229	30.2554084528943	10.1887783056638	14.1580207278074
5330413D20Rik	0	0	0	0	0	0	0	0
5330413P13Rik	2.2154267801522	4.39484045369541	0.957781222723073	0	6.13666527047213	2.83644454245884	0	2.02257438968677
5330416C01Rik	0	0	0	3.80796419228612	1.02277754507869	0	0	10.1128719484339
5330417C22Rik	33.2314017022829	20.8754921550532	31.6067803498614	31.4157045863605	35.7972140777541	27.4189639104354	16.9812971761063	11.1241591432773
5330417H12Rik	0	0	0	0	0	0	0	0
5330425B07Rik	0	0	0	0	0	0	0.849064858805314	0
5330426L24Rik	2.2154267801522	0	0.957781222723073	0	0	1.89096302830589	1.69812971761063	0
5330429C05Rik	0	0	0	0	0	0.945481514152946	0	0
5330431K02Rik	0	0	0	0	0	0	0	0
5330434G04Rik	2.2154267801522	8.78968090739082	19.1556244544615	13.3278746730014	5.11388772539344	3.78192605661178	0.849064858805314	2.02257438968677
5330437M03Rik	0	0	0	0	0	0	0	0
5330438D12Rik	39.8776820427395	30.7638831758679	35.4379052407537	29.5117224902174	43.9794344383836	56.7288908491768	19.5284917525222	88.9932731462181
5330438I03Rik	0	0	0	0	0	0	0	0
5330439A09Rik	0	0	4.78890611361536	1.90398209614306	5.11388772539344	0	0	0
5330439B14Rik	0	0	0	0	0	0	0	0
5330439K02Rik	31.0159749221307	67.021316918855	64.1713419224459	38.0796419228612	61.3666527047213	34.0373345095061	59.434540116372	44.496636573109
5330439M10Rik	2.2154267801522	3.29613034027156	3.83112489089229	3.80796419228612	0	0	2.54719457641594	2.02257438968677
5430400D12Rik	12.1848472908371	2.19742022684771	0	12.3758836249299	3.06833263523606	17.018667254753	12.7359728820797	8.0902975587471
5430401F13Rik	2.2154267801522	6.59226068054312	1.91556244544615	3.80796419228612	19.4327733564951	6.61837059907062	5.09438915283189	0
5430401H09Rik	8.86170712060878	15.3819415879339	21.0711868999076	21.8957941056452	11.2505529958656	19.8551117972119	11.8869080232744	28.3160414556148
5430402E10Rik	0	0	0	0	0	2.83644454245884	0	3.03386158453016
5430402O13Rik	66.4628034045659	63.7251865785835	62.2557794769997	61.8794181246495	90.0044239669245	69.0201505331651	109.529366785886	74.8352524184107
5430402P08Rik	1.1077133900761	0	0	0	6.13666527047213	0	5.9434540116372	0
5430403G16Rik	325.667736682373	349.389816068785	337.138990398522	288.453287565674	453.090452469859	436.812459538661	394.815159344471	387.322995625017
5430403N17Rik	11.077133900761	0	0	2.85597314421459	2.04555509015738	1.89096302830589	0.849064858805314	0
5430405H02Rik	89.7247845961639	101.081330434994	69.9180292587843	76.1592838457224	66.4805404301147	127.640004410648	125.661599103187	92.0271347307482
5430414B19Rik	0	0	0	0	0	0	0	0
5430416N02Rik	461.916483661733	540.565375804536	560.302015292997	473.139550891551	570.709870153908	504.887128557673	669.912173597393	466.203396822802
5430420F09Rik	0	0	0	0	0	0	0	0
5430421F17Rik	0	1.09871011342385	0	0	0	0.945481514152946	0	0
5430425E15Rik	0	0	0	0	0	0	0	0
5430425K12Rik	0	2.19742022684771	0	0	1.02277754507869	0	0	11.1241591432773
5430427M07Rik	0	0	0	0	0	0	0	0
5430427N15Rik	0	1.09871011342385	0	0	0	0.945481514152946	0	0
5430427O19Rik	817.49248187616	989.937812194891	940.541160714057	866.311853745093	1161.87529120939	1072.17603704944	1151.33194854001	921.282634502326
5430430B14Rik	15.5079874610654	14.2832314745101	16.2822807862922	5.71194628842918	31.7061038974393	4.72740757076473	20.3775566113275	6.06772316906032
5430430K15Rik	0	0	0	0	0	0	0	0
5430431A17Rik	118.525332738142	71.4161573725504	107.271496944984	230.38183363331	124.7788604996	45.3831126793414	134.15224769124	128.43347374511
5430433H01Rik	0	0	0	0	0	0	0	0
5430434F05Rik	0	0	0	0	0	0	0	0
5430434I15Rik	1.1077133900761	0	0	0	0	3.78192605661178	0	0
5430435K18Rik	0	0	0	0	0	0	0	0
5430437J10Rik	25.4774079717503	31.8625932892917	39.269030131646	9.5199104807153	40.9111018031475	66.1837059907062	95.9443290450005	61.6885188854466
5430440P10Rik	2.2154267801522	0	0	0.95199104807153	1.02277754507869	3.78192605661178	1.69812971761063	0
5530400C23Rik	0	0	0	0	3.06833263523606	0	0	0
5530400K19Rik	0	1.09871011342385	0	0	0	1.89096302830589	0.849064858805314	1.01128719484339
5530401A14Rik	0	0	0	0	0	0	0	0
5530402G07Rik	0	0	0	0	0	0	0	0
5530601H04Rik	1973.94526111561	2218.29571900276	1644.51035941552	2394.2574858999	2170.33395065698	2040.34910754206	2303.51296193882	2619.23383464437
5730403I07Rik	5.53856695038049	16.4806517013578	12.4511558953999	9.5199104807153	6.13666527047213	6.61837059907062	0.849064858805314	2.02257438968677
5730405O15Rik	27.6928347519025	30.7638831758679	20.1134056771845	31.4157045863605	41.9338793482262	58.6198538774827	43.302307799071	14.1580207278074
5730408A14Rik	0	0	0	0	0	0	0	0
5730409E04Rik	68.6782301847181	79.1071281665174	89.0736537132458	65.6873823169356	88.9816464218459	114.403263212507	82.3592913041155	52.5869341318561
5730412P04Rik	0	0	2.87334366816922	0.95199104807153	3.06833263523606	4.72740757076473	0	5.05643597421694
5730414N17Rik	12.1848472908371	8.78968090739082	11.4933746726769	6.66393733650071	14.3188856311016	9.45481514152946	8.49064858805314	13.146733532964
5730416F02Rik	1.1077133900761	3.29613034027156	0	0.95199104807153	0	1.89096302830589	11.8869080232744	3.03386158453016
5730419F03Rik	3.32314017022829	7.69097079396697	2.87334366816922	0	3.06833263523606	0.945481514152946	0	0
5730420D15Rik	0	0	1.91556244544615	1.90398209614306	0	3.78192605661178	7.64158372924783	0
5730435O14Rik	0	0	0	0	0	0	0	0
5730437C11Rik	0	0	0	0	0	0	0	0
5730455P16Rik	560.502975378506	624.067344424748	760.47829084212	545.490870544987	587.074310875167	593.76239088805	675.85562760903	558.23053155355
5730460C07Rik	0	0	0	0	0	0	0	1.01128719484339
5730480H06Rik	556.072121818201	628.462184878444	578.499858524736	583.570512467848	489.910444092692	571.070834548379	556.986547376286	614.862614464779
5730488B01Rik	0	0	0	0	0	0	0	0
5730507A11Rik	0	0	0	0	0	0	0	0
5730507C01Rik	0	3.29613034027156	0.957781222723073	8.56791943264377	7.15944281555082	5.67288908491768	3.39625943522126	2.02257438968677
5730521K06Rik	0	0	0	0	0	0	0	0
5730522E02Rik	955.956655635673	1487.6534935759	1745.07738780144	1867.80643631634	941.978119017472	2235.11829945756	2445.30679335931	2006.39379456928
5730585A16Rik	0	1.09871011342385	0	0	0	0	0	0
5730596B20Rik	0	0	0	0	0	0	0	0
5830405F06Rik	12.1848472908371	5.49355056711926	5.74668733633844	0	4.09111018031475	6.61837059907062	6.79251887044251	4.04514877937355
5830408C22Rik	55.3856695038049	74.712287712822	54.5935296952151	59.0234449804349	83.8677586964524	34.0373345095061	114.623755938717	74.8352524184107
5830411K02Rik	0	0	0	0	0	2.83644454245884	0	2.02257438968677
5830411N06Rik	2.2154267801522	0	0	0.95199104807153	7.15944281555082	4.72740757076473	5.9434540116372	2.02257438968677
5830415G21Rik	0	0	0	0	0	0	0	0
5830416I19Rik	25.4774079717503	45.047114650378	63.2135606997228	59.9754360285064	90.0044239669245	41.6011866227296	52.6420212459295	80.902975587471
5830417I10Rik	23.2619811915981	28.5664629490202	38.3112489089229	40.9356150670758	33.7516589875967	48.2195572218003	33.1135294934073	47.5304981576392
5830418P13Rik	0	0	0	0.95199104807153	3.06833263523606	3.78192605661178	0	1.01128719484339
5830426I08Rik	0	0	0	0	0	0	0	0
5830428M24Rik	93.0479247663922	108.772301228961	121.63821528583	69.4953465092217	152.393854216725	101.166522014365	153.680739443762	93.0384219255916
5830432E09Rik	0	0	0	0	0	0	0	0
5830437K03Rik	0	0	0	0	0	0	0	0
5830444B04Rik	16.6157008511415	27.4677528355963	42.1423737998152	85.6791943264377	2.04555509015738	52.001483278412	9.33971344685846	5.05643597421694
5830444F18Rik	0	0	0	0	0	0	0	0
5830448L01Rik	21.0465544114459	18.6780719282055	19.1556244544615	21.8957941056452	14.3188856311016	24.5825193679766	12.7359728820797	21.2370310917111
5830454E08Rik	27.6928347519025	14.2832314745101	24.9023117907999	33.3196866825036	11.2505529958656	20.8005933113648	13.585037740885	8.0902975587471
5830462I19Rik	0	0	0	0	0	0	0	0
5830462O15Rik	0	0	0	0	0	0	0	0
5830468F06Rik	0	0	0	0	0	0	0	0
5830487J09Rik	0	0	0	0	0	0	0	0
5930403N24Rik	0	13.1845213610862	1.91556244544615	1.90398209614306	1.02277754507869	3.78192605661178	15.2831674584957	8.0902975587471
5930409G06Rik	0	0	0	0	0	0.945481514152946	0	0
5930420M18Rik	0	0	0	0	0	0	0	0
5930430L01Rik	0	0	0	0	0	0	0	0
5930435M05Rik	13.2925606809132	9.88839102081467	23.9445305680768	3.80796419228612	19.4327733564951	11.3457781698354	9.33971344685846	6.06772316906032
5930438M14Rik	1.1077133900761	2.19742022684771	0.957781222723073	4.75995524035765	8.1822203606295	0.945481514152946	0	0
6030400A10Rik	0	0	0	0	0	0	0	0
6030407O03Rik	21.0465544114459	13.1845213610862	14.3667183408461	23.7997762017883	27.6149937171246	20.8005933113648	18.6794268937169	12.1354463381206
6030440G07Rik	3.32314017022829	0	0.957781222723073	0	3.06833263523606	0	0	6.06772316906032
6030442E23Rik	0	0	0	1.90398209614306	0	0.945481514152946	0	0
6030442K20Rik	337.85258397321	336.205294707699	335.223427953075	363.660580363325	447.976564744465	374.410679604567	363.399759568675	423.729334639379
6030443J06Rik	433.115935519754	455.964697070899	419.508175552706	408.404159622687	366.15436113817	461.394978906638	542.552444776596	488.451715109356
6030445D17Rik	2.2154267801522	0	0	0	1.02277754507869	0.945481514152946	0	7.07901036390371
6030452D12Rik	0	0	0	8.56791943264377	0	0	0	0
6030458C11Rik	876.201291550194	854.796468243758	880.200943682504	914.863397196741	931.750343566685	792.313508860169	837.17795078204	983.982440582616
6030460B20Rik	0	0	0	0	0	0	0	0
6030466F02Rik	0	0	0	0	0	0	0	0
6030468B19Rik	14.4002740709893	5.49355056711926	17.2400620090153	25.7037582979313	2.04555509015738	7.56385211322357	1.69812971761063	1.01128719484339
6030469F06Rik	1.1077133900761	5.49355056711926	3.83112489089229	20.9438030575737	12.2733305409443	3.78192605661178	0	4.04514877937355
6030471H07Rik	0	0	0	1.90398209614306	2.04555509015738	0	0	0
6030498E09Rik	245.912372596894	329.613034027156	449.199393457121	611.178252861922	293.537155437583	703.438246529792	598.590725457747	513.733894980441
6230400D17Rik	55.3856695038049	63.7251865785835	92.904778604138	80.9192390860801	85.9133137866098	87.929780816224	81.5102264453102	48.5417853524826
6330403K07Rik	2.2154267801522	0	0	4.75995524035765	6.13666527047213	4.72740757076473	0	0
